order_id,product_id,order_date,estimated_delivery_days,actual_delivery_date,delivered_late,customer_feedback
bcc4f087-7a7e-4c31-a627-61671d121daf,P0156,2025-08-15,5,2025-08-20,False,That reflect send set fly today me institution approach health laugh may stop like mother stay.
ccc67ffd-5e3e-4e60-9ef6-a99f73b4daf3,P0044,2025-10-13,8,2025-10-23,True,Could this beautiful hospital condition when baby clearly.
dfff8cea-2687-4a98-bf0f-666225e050f6,P0092,2025-08-04,8,2025-08-12,False,Minute physical fall wide must car get kitchen popular factor.
d5bf1edb-3b79-4a1e-8d4f-2875df2ddf20,P0027,2025-07-30,5,2025-08-05,True,Popular in garden position for order recent success knowledge fight car smile commercial employee machine.
25f98046-0c1d-480e-9873-9636c50e5194,P0152,2025-10-20,7,2025-10-27,False,Expect what peace claim movement consider compare remain toward some claim bring.
42aa0bc7-70de-43fc-a060-917a931414e8,P0159,2025-10-22,3,2025-10-25,False,Continue none alone first gas health music class feeling turn identify material.
27f31b78-51f9-4d77-ad85-0a6d75422851,P0152,2025-08-07,7,2025-08-14,False,Wife national medical positive far time wide.
25a74338-aab9-478d-92df-cf99fe7b178d,P0185,2025-09-30,4,2025-10-04,False,Rock two full both look always question bring agent pay detail group for part crime.
47263c24-c460-4896-af87-bf0dc8022f8e,P0199,2025-09-10,9,2025-09-20,True,Against Mrs knowledge public beautiful memory create fish painting want.
b74966cb-25df-48fa-a5c6-5c7b5c6ebf5a,P0137,2025-10-14,5,2025-10-19,False,Hard health expect goal within them because road know yeah sound eye south.
6a089aa0-e57c-4c02-ba85-e4036c80444b,P0005,2025-10-20,6,2025-10-26,False,Structure our century field write moment friend value opportunity.
ea16ce6e-a388-4a32-a8d2-699201b1c626,P0019,2025-08-27,3,2025-08-30,False,Increase new report sense carry control high network amount step strong.
397a284f-76a4-479b-bd67-34588f2d0b17,P0010,2025-08-21,8,2025-08-29,False,Social child feel policy PM buy program.
b0167db8-e823-4943-bdec-46052deb57f9,P0196,2025-08-19,4,2025-08-23,False,Agreement share manage wife out gun lose job election rather.
8334e524-5f8a-4e3c-9e9d-095bd17ad9bd,P0184,2025-10-20,1,2025-10-21,False,Adult employee ok certainly leave really group apply guess player western any factor police baby.
1831b802-c3c2-4ee6-aee9-4ed9a0c69223,P0037,2025-08-11,7,2025-08-20,True,Sell myself their step rate feeling rate read benefit oil statement actually million health machine future.
80ddb386-2790-492f-b7c6-bc5d1a380e8e,P0137,2025-10-14,5,2025-10-21,True,Story somebody next ready weight suffer Republican reduce sort individual.
ec6494e0-2198-4e3c-919f-cf311dd73f1f,P0132,2025-10-15,5,2025-10-20,False,Look find guy stage threat our shake.
be94f1cb-075c-48eb-8dff-c9aab5bbabce,P0147,2025-08-24,4,2025-08-28,False,Develop task central dinner by candidate bad real six.
6e663c0a-c1e0-44a1-bbf8-20f6c6523c3d,P0154,2025-07-31,9,2025-08-10,True,Cultural allow process or light training analysis.
c8497436-18b4-45b1-812a-34f402a13629,P0094,2025-08-21,4,2025-08-25,False,Turn day top continue goal before suffer walk we.
c7e2a618-8029-43b1-9aea-544a291a4905,P0075,2025-08-25,7,2025-09-01,False,Drop now between official add describe course example top Mr wind better degree mean remain hand.
1b799e6b-f52e-44a6-ac6c-2e1b708df094,P0006,2025-09-16,5,2025-09-21,False,Strong wonder interest method imagine seven fire letter mind.
8ea035f0-49cc-453f-b469-3ec45c7ae8ef,P0087,2025-09-07,1,2025-09-08,False,Bank management his lead save reach subject.
daf93e99-fc26-4da6-8a64-0fc16843a5c3,P0153,2025-08-14,6,2025-08-20,False,Country attorney subject little quickly conference your man black just probably be century.
bdce7f65-1a0a-4680-ba42-156e972ec23e,P0134,2025-08-30,1,2025-09-01,True,Ask window full organization wrong but study rise everything.
c19d11c5-45e1-4b77-97f9-71d594f89e6c,P0119,2025-09-27,4,2025-10-02,True,Green project wear would memory challenge lawyer business majority discuss wall ahead scene.
f8d9bf33-06d9-43c0-ad98-73017f85c4e7,P0054,2025-10-07,2,2025-10-15,True,Him quickly check perform benefit baby seem should society.
813a3aa5-7d81-4c21-bf76-4fcea97ef131,P0118,2025-08-12,6,2025-08-19,True,My special music adult shake wrong they budget late table kind.
dc409942-a8cf-4936-8e81-b2f02d474c4f,P0100,2025-07-28,8,2025-08-05,False,Those clearly issue fine home shake notice make network much like.
6431cbbe-0e44-49dc-81b6-1c872803feb5,P0179,2025-09-13,5,2025-09-20,True,Manager wife pay good within fly agreement and student give score.
616d41c8-575c-4669-a00a-06e6e42f0c28,P0084,2025-07-27,4,2025-07-31,False,Into yeah in argue each doctor fine be.
566c93cc-1d4d-4db1-8e0e-be2ede72d970,P0028,2025-09-24,8,2025-10-03,True,After for leave tell nothing top entire receive onto.
528a34f3-63ea-40a1-9202-b09c60b36938,P0135,2025-10-21,2,2025-10-23,False,Best major real day market specific property coach federal wide cut player wind away sure.
ff08c739-4c1d-4e43-8c2b-03e443e1346d,P0194,2025-08-13,5,2025-08-18,False,I difficult sea begin such behind front attack song little decide somebody prepare few sound.
6a107fb7-3338-4ec9-9037-e6698a3a0129,P0115,2025-09-01,8,2025-09-09,False,Economy middle public natural thing physical might cost material produce station visit environmental.
c4e4fe52-da4f-406b-9d4a-c78bcf1643a0,P0099,2025-09-20,7,2025-09-27,False,Various risk art customer leg drive second she such improve team treat plant.
a5630d3a-497b-413b-92de-b47d4455d60e,P0098,2025-10-09,1,2025-10-10,False,Either over image box court early still less nice.
33b5a667-0979-43a0-a7d9-0c1ba59caeed,P0095,2025-09-02,4,2025-09-06,False,Evening ahead smile everyone nearly popular amount reveal site.
9a0270da-505c-4021-957c-6813e581620f,P0028,2025-07-29,8,2025-08-06,False,Test too imagine guy price bed wall right cell born same.
9496634f-d438-431d-aa0a-2259859f02bb,P0048,2025-10-16,10,2025-10-26,False,Edge this draw business southern forget once hope security door institution certain compare wide keep.
88917cf5-7d88-43d2-8e51-208396e83922,P0093,2025-08-16,9,2025-08-25,False,Record both nation little east everyone six certain little happy final population.
a987799b-bd4c-438c-976a-c5a808e94548,P0152,2025-10-14,7,2025-10-21,False,Real small dream need finally when guy.
3c83861e-ddf0-40a2-88ef-e82b1f3eea66,P0009,2025-10-06,5,2025-10-13,True,Home travel hotel within eight bed state dog decision three trouble place these.
462741ec-08ac-484f-8a10-b49968028b3b,P0169,2025-10-02,8,2025-10-10,False,Statement wait likely include subject response theory star.
10fd7164-819f-4393-82ce-ef41b2cfba8b,P0147,2025-10-07,4,2025-10-11,False,Inside role natural force receive seven political contain kitchen political able customer.
28670d3b-1c5f-4cba-950d-28eb93683dd6,P0051,2025-08-21,6,2025-08-29,True,Might wide store shake suggest rate society floor long same.
53dc4fae-d3a7-4b83-97d0-2f8faffdd43b,P0100,2025-08-17,8,2025-08-25,False,Cup increase consider then war this difference way type positive phone.
430438b5-32c1-42f1-b661-7a3bf9606ca3,P0066,2025-10-14,3,2025-10-17,False,Anyone peace outside chance when color note add moment.
ac71b531-d3c7-44e8-b426-32d7eda413c6,P0108,2025-10-02,2,2025-10-07,True,Budget require course technology site explain management candidate task outside yet executive quality industry.
f9e38905-4a4a-45ea-875d-acd4255c82c7,P0007,2025-08-30,7,2025-09-06,False,Dog late eat old positive beat light the window huge defense.
41980029-98e1-454c-bc71-51836c5ccba7,P0163,2025-08-28,5,2025-09-02,False,Believe arrive four dog traditional you vote whose.
015f566c-0ba6-4a86-8f52-85f7bf8cc6f9,P0045,2025-09-16,8,2025-09-24,False,Mean herself within provide car throughout American conference college manage fund.
87c9daac-b5d3-4f2f-913b-b65c16f32b93,P0015,2025-09-05,10,2025-09-15,False,Center bring analysis campaign the strong security unit executive theory party seven enough.
bca37653-50c7-4baa-aa3c-6137e48623dd,P0173,2025-08-22,1,2025-08-23,False,Shake character table price sometimes apply chance discover along employee relationship job yet until.
8f942977-b582-4f0c-bd23-36f45b44e6ed,P0098,2025-07-28,1,2025-07-30,True,Leader both rest challenge glass data exist strong seek state none production defense your.
6a9a6f4b-2e39-429a-921f-266fc4502052,P0021,2025-07-25,2,2025-07-27,False,East marriage behind forget expect wonder business health.
275dd459-52d3-4897-9644-23651b2765f6,P0176,2025-10-16,1,2025-10-17,False,Ball store process law western order accept.
73fe7e1d-f36d-4b13-9f53-4d9aa7faf009,P0099,2025-10-20,7,2025-10-27,False,Water yourself trade someone can tell soon executive sometimes season natural own.
f70d78a0-3d75-4423-ad92-1dab41526bff,P0105,2025-08-02,7,2025-08-10,True,Become system clear single expect sell pressure building make it south financial rate.
5e11a680-d501-4ada-989a-c35daa5f89ca,P0105,2025-08-05,7,2025-08-14,True,Customer knowledge hold environmental outside bed institution happy control piece behavior message wind put positive.
a12ad119-86fb-4cdb-becd-7062ee403b9f,P0024,2025-09-27,5,2025-10-02,False,Base life bad soon feel worker range feel eat into notice necessary true message member.
9187c9a0-b866-4c7c-a92d-cf4f76f3ba50,P0028,2025-08-31,8,2025-09-10,True,Green one shoulder administration scientist leg skill successful and indicate region.
